full_text,clean_text,tokens,normalized_tokens,filtered_tokens,stemmed_tokens,final_text,sentiment
On average homes accumulate nearly 40 pounds of dust each year! You never know what's lurking in your ducts. Contact our team of professionals to check your ducts today: https://t.co/TcrJ07vrz2 Like and share this post! #CleanSweep #DuctCleaning #AirQuality #Ductwork https://t.co/SGNgc6UVvp,on average homes accumulate nearly pounds of dust each year you never know whats lurking in your ducts contact our team of professionals to check your ducts today like and share this post,"['on', 'average', 'homes', 'accumulate', 'nearly', 'pounds', 'of', 'dust', 'each', 'year', 'you', 'never', 'know', 'whats', 'lurking', 'in', 'your', 'ducts', 'contact', 'our', 'team', 'of', 'professionals', 'to', 'check', 'your', 'ducts', 'today', 'like', 'and', 'share', 'this', 'post']","['on', 'average', 'homes', 'accumulate', 'nearly', 'pounds', 'of', 'dust', 'each', 'year', 'you', 'never', 'know', 'whats', 'lurking', 'in', 'your', 'ducts', 'contact', 'our', 'team', 'of', 'professionals', 'to', 'check', 'your', 'ducts', 'today', 'like', 'and', 'share', 'this', 'post']","['average', 'homes', 'accumulate', 'nearly', 'pounds', 'dust', 'year', 'never', 'whats', 'lurking', 'ducts', 'contact', 'team', 'professionals', 'check', 'ducts', 'today', 'like', 'share', 'post']","['average', 'homes', 'accumulate', 'nearly', 'pounds', 'dust', 'year', 'never', 'whats', 'lurking', 'ducts', 'contact', 'team', 'professionals', 'check', 'ducts', 'today', 'like', 'share', 'post']",average homes accumulate nearly pounds dust year never whats lurking ducts contact team professionals check ducts today like share post,positive
Join Mass Power Forward and other organizations this Saturday July 13th at 1PM as we Rally for Climate Justice! Show support as we push to improve air quality electrify buildings center inclusive processes in the climate movement and more! Sign up at https://t.co/4jrE1Tn4r0 https://t.co/CiKuYhB8tT,join mass power forward and other organizations this saturday july th at pm as we rally for climate justice show support as we push to improve air quality electrify buildings center inclusive processes in the climate movement and more sign up at,"['join', 'mass', 'power', 'forward', 'and', 'other', 'organizations', 'this', 'saturday', 'july', 'th', 'at', 'pm', 'as', 'we', 'rally', 'for', 'climate', 'justice', 'show', 'support', 'as', 'we', 'push', 'to', 'improve', 'air', 'quality', 'electrify', 'buildings', 'center', 'inclusive', 'processes', 'in', 'the', 'climate', 'movement', 'and', 'more', 'sign', 'up', 'at']","['join', 'mass', 'power', 'forward', 'and', 'other', 'organizations', 'this', 'saturday', 'july', 'th', 'at', 'pm', 'as', 'we', 'rally', 'for', 'climate', 'justice', 'show', 'support', 'as', 'we', 'push', 'to', 'improve', 'air', 'quality', 'electrify', 'buildings', 'center', 'inclusive', 'processes', 'in', 'the', 'climate', 'movement', 'and', 'more', 'sign', 'up', 'at']","['join', 'mass', 'power', 'forward', 'organizations', 'saturday', 'july', 'th', 'rally', 'climate', 'justice', 'show', 'support', 'push', 'improve', 'air', 'quality', 'electrify', 'buildings', 'center', 'inclusive', 'processes', 'climate', 'movement', 'sign']","['join', 'mass', 'power', 'forward', 'organizations', 'saturday', 'july', 'th', 'rally', 'climate', 'justice', 'show', 'support', 'push', 'improve', 'air', 'quality', 'electrify', 'buildings', 'center', 'inclusive', 'processes', 'climate', 'movement', 'sign']",join mass power forward organizations saturday july th rally climate justice show support push improve air quality electrify buildings center inclusive processes climate movement sign,positive
Congratulations to @GradSchoolCSU student Weixin Zhang for receiving the 2024/25 Air and Waste Management Association Rocky Mountain States Section Graduate Scholarship in recognition of his outstanding work in the field of air quality. https://t.co/0BSHV8LfCT,congratulations to student weixin zhang for receiving the air and waste management association rocky mountain states section graduate scholarship in recognition of his outstanding work in the field of air quality,"['congratulations', 'to', 'student', 'weixin', 'zhang', 'for', 'receiving', 'the', 'air', 'and', 'waste', 'management', 'association', 'rocky', 'mountain', 'states', 'section', 'graduate', 'scholarship', 'in', 'recognition', 'of', 'his', 'outstanding', 'work', 'in', 'the', 'field', 'of', 'air', 'quality']","['congratulations', 'to', 'student', 'weixin', 'zhang', 'for', 'receiving', 'the', 'air', 'and', 'waste', 'management', 'association', 'rocky', 'mountain', 'states', 'section', 'graduate', 'scholarship', 'in', 'recognition', 'of', 'his', 'outstanding', 'work', 'in', 'the', 'field', 'of', 'air', 'quality']","['congratulations', 'student', 'weixin', 'zhang', 'receiving', 'air', 'waste', 'management', 'association', 'rocky', 'mountain', 'states', 'section', 'graduate', 'scholarship', 'recognition', 'outstanding', 'work', 'field', 'air', 'quality']","['congratulations', 'student', 'weixin', 'zhang', 'receiving', 'air', 'waste', 'management', 'association', 'rocky', 'mountain', 'states', 'section', 'graduate', 'scholarship', 'recognition', 'outstanding', 'work', 'field', 'air', 'quality']",congratulations student weixin zhang receiving air waste management association rocky mountain states section graduate scholarship recognition outstanding work field air quality,positive
The benefits of #telecommuting defines working smarter not harder. Avoid congestion during I-95 construction improve air quality increase employee morale &amp,the benefits of defines working smarter not harder avoid congestion during i construction improve air quality increase employee morale amp,"['the', 'benefits', 'of', 'defines', 'working', 'smarter', 'not', 'harder', 'avoid', 'congestion', 'during', 'i', 'construction', 'improve', 'air', 'quality', 'increase', 'employee', 'morale', 'amp']","['the', 'benefits', 'of', 'defines', 'working', 'smarter', 'not', 'harder', 'avoid', 'congestion', 'during', 'i', 'construction', 'improve', 'air', 'quality', 'increase', 'employee', 'morale', 'amp']","['benefits', 'defines', 'working', 'smarter', 'harder', 'avoid', 'congestion', 'construction', 'improve', 'air', 'quality', 'increase', 'employee', 'morale']","['benefits', 'defines', 'working', 'smarter', 'harder', 'avoid', 'congestion', 'construction', 'improve', 'air', 'quality', 'increase', 'employee', 'morale']",benefits defines working smarter harder avoid congestion construction improve air quality increase employee morale,positive
@owl_poster most welcome! I built air quality sensors in a previous life :) tbh 1 700 ppm of CO2 was giving me cold sweats it s *shockingly* high. glad you dodged that bullet!,most welcome i built air quality sensors in a previous life tbh ppm of co was giving me cold sweats it s shockingly high glad you dodged that bullet,"['most', 'welcome', 'i', 'built', 'air', 'quality', 'sensors', 'in', 'a', 'previous', 'life', 'tbh', 'ppm', 'of', 'co', 'was', 'giving', 'me', 'cold', 'sweats', 'it', 's', 'shockingly', 'high', 'glad', 'you', 'dodged', 'that', 'bullet']","['most', 'welcome', 'i', 'built', 'air', 'quality', 'sensors', 'in', 'a', 'previous', 'life', 'tbh', 'ppm', 'of', 'co', 'was', 'giving', 'me', 'cold', 'sweats', 'it', 's', 'shockingly', 'high', 'glad', 'you', 'dodged', 'that', 'bullet']","['welcome', 'built', 'air', 'quality', 'sensors', 'previous', 'life', 'tbh', 'ppm', 'co', 'giving', 'cold', 'sweats', 'shockingly', 'high', 'glad', 'dodged', 'bullet']","['welcome', 'built', 'air', 'quality', 'sensors', 'previous', 'life', 'tbh', 'ppm', 'co', 'giving', 'cold', 'sweats', 'shockingly', 'high', 'glad', 'dodged', 'bullet']",welcome built air quality sensors previous life tbh ppm co giving cold sweats shockingly high glad dodged bullet,positive
Enhance the air quality in your home with our indoor air quality services! We offer air purifiers and whole-home ventilators to improve your family's comfort and health. Contact us today to schedule your IAQ installation!,enhance the air quality in your home with our indoor air quality services we offer air purifiers and wholehome ventilators to improve your familys comfort and health contact us today to schedule your iaq installation,"['enhance', 'the', 'air', 'quality', 'in', 'your', 'home', 'with', 'our', 'indoor', 'air', 'quality', 'services', 'we', 'offer', 'air', 'purifiers', 'and', 'wholehome', 'ventilators', 'to', 'improve', 'your', 'familys', 'comfort', 'and', 'health', 'contact', 'us', 'today', 'to', 'schedule', 'your', 'iaq', 'installation']","['enhance', 'the', 'air', 'quality', 'in', 'your', 'home', 'with', 'our', 'indoor', 'air', 'quality', 'services', 'we', 'offer', 'air', 'purifiers', 'and', 'wholehome', 'ventilators', 'to', 'improve', 'your', 'familys', 'comfort', 'and', 'health', 'contact', 'us', 'today', 'to', 'schedule', 'your', 'iaq', 'installation']","['enhance', 'air', 'quality', 'home', 'indoor', 'air', 'quality', 'services', 'offer', 'air', 'purifiers', 'wholehome', 'ventilators', 'improve', 'familys', 'comfort', 'health', 'contact', 'today', 'schedule', 'iaq', 'installation']","['enhance', 'air', 'quality', 'home', 'indoor', 'air', 'quality', 'services', 'offer', 'air', 'purifiers', 'wholehome', 'ventilators', 'improve', 'familys', 'comfort', 'health', 'contact', 'today', 'schedule', 'iaq', 'installation']",enhance air quality home indoor air quality services offer air purifiers wholehome ventilators improve familys comfort health contact today schedule iaq installation,positive
I'm proud to have helped secure $76.8 million in @USDOT federal funds for @RideSacRT s new zero-emission buses. This funding will help modernize our transportation network improve our air quality and put us on a path to a cleaner future.,im proud to have helped secure million in federal funds for s new zeroemission buses this funding will help modernize our transportation network improve our air quality and put us on a path to a cleaner future,"['im', 'proud', 'to', 'have', 'helped', 'secure', 'million', 'in', 'federal', 'funds', 'for', 's', 'new', 'zeroemission', 'buses', 'this', 'funding', 'will', 'help', 'modernize', 'our', 'transportation', 'network', 'improve', 'our', 'air', 'quality', 'and', 'put', 'us', 'on', 'a', 'path', 'to', 'a', 'cleaner', 'future']","['im', 'proud', 'to', 'have', 'helped', 'secure', 'million', 'in', 'federal', 'funds', 'for', 's', 'new', 'zeroemission', 'buses', 'this', 'funding', 'will', 'help', 'modernize', 'our', 'transportation', 'network', 'improve', 'our', 'air', 'quality', 'and', 'put', 'us', 'on', 'a', 'path', 'to', 'a', 'cleaner', 'future']","['im', 'proud', 'helped', 'secure', 'million', 'federal', 'funds', 'new', 'zeroemission', 'buses', 'funding', 'help', 'modernize', 'transportation', 'network', 'improve', 'air', 'quality', 'put', 'path', 'cleaner', 'future']","['im', 'proud', 'helped', 'secure', 'million', 'federal', 'funds', 'new', 'zeroemission', 'buses', 'funding', 'help', 'modernize', 'transportation', 'network', 'improve', 'air', 'quality', 'put', 'path', 'cleaner', 'future']",im proud helped secure million federal funds new zeroemission buses funding help modernize transportation network improve air quality put path cleaner future,positive
Everyone deserves to breathe clean air. Join the American Lung Association's advocacy efforts for better air quality and lung health! Learn more about our advocacy work here: https://t.co/aHpYhF1Qzf https://t.co/fPspk0ysEX,everyone deserves to breathe clean air join the american lung associations advocacy efforts for better air quality and lung health learn more about our advocacy work here,"['everyone', 'deserves', 'to', 'breathe', 'clean', 'air', 'join', 'the', 'american', 'lung', 'associations', 'advocacy', 'efforts', 'for', 'better', 'air', 'quality', 'and', 'lung', 'health', 'learn', 'more', 'about', 'our', 'advocacy', 'work', 'here']","['everyone', 'deserves', 'to', 'breathe', 'clean', 'air', 'join', 'the', 'american', 'lung', 'associations', 'advocacy', 'efforts', 'for', 'better', 'air', 'quality', 'and', 'lung', 'health', 'learn', 'more', 'about', 'our', 'advocacy', 'work', 'here']","['everyone', 'deserves', 'breathe', 'clean', 'air', 'join', 'american', 'lung', 'associations', 'advocacy', 'efforts', 'better', 'air', 'quality', 'lung', 'health', 'learn', 'advocacy', 'work']","['everyone', 'deserves', 'breathe', 'clean', 'air', 'join', 'american', 'lung', 'associations', 'advocacy', 'efforts', 'better', 'air', 'quality', 'lung', 'health', 'learn', 'advocacy', 'work']",everyone deserves breathe clean air join american lung associations advocacy efforts better air quality lung health learn advocacy work,positive
@owl_poster Yeah but poor air quality outdoors mean high PM2.5/PM10 NOx tropospheric ozone levels. CO2 shouldn t be much higher than 420 ppm even in urban areas. I d be very surprised by 1700 ppm outdoors.,yeah but poor air quality outdoors mean high pmpm nox tropospheric ozone levels co shouldn t be much higher than ppm even in urban areas i d be very surprised by ppm outdoors,"['yeah', 'but', 'poor', 'air', 'quality', 'outdoors', 'mean', 'high', 'pmpm', 'nox', 'tropospheric', 'ozone', 'levels', 'co', 'shouldn', 't', 'be', 'much', 'higher', 'than', 'ppm', 'even', 'in', 'urban', 'areas', 'i', 'd', 'be', 'very', 'surprised', 'by', 'ppm', 'outdoors']","['yeah', 'but', 'poor', 'air', 'quality', 'outdoors', 'mean', 'high', 'pmpm', 'nox', 'tropospheric', 'ozone', 'levels', 'co', 'shouldn', 't', 'be', 'much', 'higher', 'than', 'ppm', 'even', 'in', 'urban', 'areas', 'i', 'd', 'be', 'very', 'surprised', 'by', 'ppm', 'outdoors']","['yeah', 'poor', 'air', 'quality', 'outdoors', 'mean', 'high', 'pmpm', 'nox', 'tropospheric', 'ozone', 'levels', 'co', 'much', 'higher', 'ppm', 'even', 'urban', 'areas', 'surprised', 'ppm', 'outdoors']","['yeah', 'poor', 'air', 'quality', 'outdoors', 'mean', 'high', 'pmpm', 'nox', 'tropospheric', 'ozone', 'levels', 'co', 'much', 'higher', 'ppm', 'even', 'urban', 'areas', 'surprised', 'ppm', 'outdoors']",yeah poor air quality outdoors mean high pmpm nox tropospheric ozone levels co much higher ppm even urban areas surprised ppm outdoors,neutral
If there is smoke or hazardous chemicals in the air employers should have sensor technology that can quickly detect and alert the worker. #Safety #AirQuality,if there is smoke or hazardous chemicals in the air employers should have sensor technology that can quickly detect and alert the worker,"['if', 'there', 'is', 'smoke', 'or', 'hazardous', 'chemicals', 'in', 'the', 'air', 'employers', 'should', 'have', 'sensor', 'technology', 'that', 'can', 'quickly', 'detect', 'and', 'alert', 'the', 'worker']","['if', 'there', 'is', 'smoke', 'or', 'hazardous', 'chemicals', 'in', 'the', 'air', 'employers', 'should', 'have', 'sensor', 'technology', 'that', 'can', 'quickly', 'detect', 'and', 'alert', 'the', 'worker']","['smoke', 'hazardous', 'chemicals', 'air', 'employers', 'sensor', 'technology', 'quickly', 'detect', 'alert', 'worker']","['smoke', 'hazardous', 'chemicals', 'air', 'employers', 'sensor', 'technology', 'quickly', 'detect', 'alert', 'worker']",smoke hazardous chemicals air employers sensor technology quickly detect alert worker,positive
